mean_predicted_value,fraction_of_positives
0.006733029018704818,0.030821917808219176
0.021535020932888043,0.041237113402061855
0.04531898800142852,0.10309278350515463
0.08108822589170482,0.12371134020618557
0.13502506576350465,0.19243986254295534
0.2091984230116061,0.24398625429553264
0.31582364758540843,0.23793103448275862
0.46563663507161074,0.3424657534246575
0.6411178976399792,0.3951890034364261
0.8540583683043411,0.5085910652920962
