mean_predicted_prob,fraction_positive
0.028000658679063685,0.03874512071707387
0.1434178716371587,0.19213973799126638
0.24755744269486576,0.26322263222632225
0.3468248079631739,0.3519108280254777
0.4494287137690229,0.41379310344827586
0.5500454730109164,0.5219298245614035
0.651347625113669,0.6047619047619047
0.7517018543951439,0.7070707070707071
0.8506568240419624,0.8259958071278826
0.9456949411418759,0.9400428265524625
